#Ensembl.ID	Symbol
ENSGALG00000026233	ENSGALG00000026233
ENSGALG00000012680	E2F3
ENSGALG00000012681	MBOAT1
ENSGALG00000037643	ENSGALG00000037643
ENSGALG00000039474	ID4
ENSGALG00000012683	RNF144B
ENSGALG00000043391	ENSGALG00000043391
ENSGALG00000012684	DEK
ENSGALG00000012685	KDM1B
ENSGALG00000012687	TPMT
ENSGALG00000012688	NHLRC1
ENSGALG00000012689	KIF13A
ENSGALG00000012692	SIRT5
ENSGALG00000012695	NOL7
ENSGALG00000012696	RANBP9
ENSGALG00000039900	ENSGALG00000039900
ENSGALG00000012699	MCUR1
ENSGALG00000012700	RNF182
ENSGALG00000046032	CD83
ENSGALG00000012702	JARID2
ENSGALG00000038174	MIR6557
ENSGALG00000012703	DTNBP1
ENSGALG00000012704	MYLIP
ENSGALG00000012705	GMPR
ENSGALG00000012709	ATXN1
ENSGALG00000026196	uc_338
ENSGALG00000025376	MIR1747
ENSGALG00000012712	RBM24
ENSGALG00000012715	CAP2
ENSGALG00000042858	FAM8A1
ENSGALG00000012720	NUP153
ENSGALG00000012721	C2H6orf52
ENSGALG00000012724	PAK1IP1
ENSGALG00000034591	TMEM14C
ENSGALG00000012730	GFOD1
ENSGALG00000012731	TBC1D7
ENSGALG00000012732	PHACTR1
ENSGALG00000026826	ENSGALG00000026826
ENSGALG00000025400	MIR1759
ENSGALG00000012735	EDN1
ENSGALG00000012739	HIVEP1
ENSGALG00000032683	ADTRP
ENSGALG00000012744	TMEM170B
ENSGALG00000043205	ENSGALG00000043205
ENSGALG00000019570	C1orf145
ENSGALG00000012747	NEDD9
ENSGALG00000012748	ELOVL2
ENSGALG00000012768	GCM2
ENSGALG00000012770	MAK
ENSGALG00000036713	TMEM14CL
ENSGALG00000012773	GCNT2
ENSGALG00000012775	TFAP2A
ENSGALG00000033849	ENSGALG00000033849
ENSGALG00000022976	OFCC1
ENSGALG00000042845	ENSGALG00000042845
ENSGALG00000012778	SLC35B3
ENSGALG00000041740	ENSGALG00000041740
ENSGALG00000045358	ENSGALG00000045358
ENSGALG00000035828	ENSGALG00000035828
ENSGALG00000012781	EEF1E1
ENSGALG00000012782	BLOC1S5
ENSGALG00000012784	TXNDC5
ENSGALG00000027100	MIR6571
ENSGALG00000012787	BMP6
ENSGALG00000012790	DSP
ENSGALG00000012795	RIOK1
ENSGALG00000019568	LOC768635
ENSGALG00000012798	SSR1
ENSGALG00000012799	RREB1
ENSGALG00000037419	ENSGALG00000037419
ENSGALG00000032772	ENSGALG00000032772
ENSGALG00000012801	LY86
ENSGALG00000012802	F13A1
ENSGALG00000043041	NRN1
ENSGALG00000042481	FARS2
ENSGALG00000027339	LYRM4
ENSGALG00000036074	RPP40
ENSGALG00000012808	CDYL
ENSGALG00000012809	ECI2
ENSGALG00000043751	PRPF4B
ENSGALG00000012813	PRPF4B
ENSGALG00000012814	PXDC1
ENSGALG00000012816	SLC22A23
ENSGALG00000042232	PSMG4
ENSGALG00000035658	ENSGALG00000035658
ENSGALG00000012821	TUBB2A
ENSGALG00000037297	ENSGALG00000037297
ENSGALG00000029659	BPHL
ENSGALG00000012827	RIPK1
ENSGALG00000025747	NQO2
ENSGALG00000038712	ENSGALG00000038712
ENSGALG00000012830	IRF4
ENSGALG00000043913	ENSGALG00000043913
ENSGALG00000027397	DUSP22
ENSGALG00000038226	ENSGALG00000038226
ENSGALG00000012837	EXOC2
ENSGALG00000025604	SNORD77
ENSGALG00000031920	FOXF2
ENSGALG00000030442	FOXC1
ENSGALG00000029497	ENSGALG00000029497
ENSGALG00000033170	GMDS
ENSGALG00000036306	ENSGALG00000036306
ENSGALG00000044973	ENSGALG00000044973
ENSGALG00000012845	MYLK4
ENSGALG00000012856	WRNIP1
ENSGALG00000019555	SERPINB1
ENSGALG00000012866	SERPINB6L
ENSGALG00000019554	SERPINB10A
ENSGALG00000019553	SERPINB10B
ENSGALG00000019552	SERPINB2
ENSGALG00000012869	OVAL
ENSGALG00000019551	OVALY
ENSGALG00000043252	OVALX
ENSGALG00000012872	SERPINB12
ENSGALG00000028973	ENSGALG00000028973
ENSGALG00000012873	SERPINB5
ENSGALG00000012879	VPS4B
ENSGALG00000026972	MIR6698
ENSGALG00000012882	KDSR
ENSGALG00000012885	BCL2
ENSGALG00000034913	ENSGALG00000034913
ENSGALG00000012886	MARVELD3
ENSGALG00000012888	PHLPP1
ENSGALG00000012889	ZCCHC2
ENSGALG00000039853	ENSGALG00000039853
ENSGALG00000045642	TNFRSF11A
ENSGALG00000012898	KIAA1468
ENSGALG00000012903	PIGN
ENSGALG00000025248	MIR1782
ENSGALG00000028822	RNF152
ENSGALG00000012906	CDH20
ENSGALG00000035312	ENSGALG00000035312
ENSGALG00000012907	MC4R
ENSGALG00000037199	ENSGALG00000037199
ENSGALG00000012909	C2H5ORF22
ENSGALG00000012916	DROSHA
ENSGALG00000012917	CDH6
ENSGALG00000045384	ENSGALG00000045384
ENSGALG00000035885	ENSGALG00000035885
ENSGALG00000026642	ENSGALG00000026642
ENSGALG00000036501	ENSGALG00000036501
ENSGALG00000031547	ENSGALG00000031547
ENSGALG00000025664	U6
ENSGALG00000030431	U2
ENSGALG00000012923	CDH9
ENSGALG00000026920	MIR6545
ENSGALG00000033878	ENSGALG00000033878
ENSGALG00000029447	ENSGALG00000029447
ENSGALG00000032022	CDH10
ENSGALG00000044917	ENSGALG00000044917
ENSGALG00000012941	CDH12
ENSGALG00000025655	snoR11
ENSGALG00000036097	CDH18
ENSGALG00000044183	ENSGALG00000044183
ENSGALG00000026766	uc_338
ENSGALG00000035188	ENSGALG00000035188
ENSGALG00000041375	ENSGALG00000041375
ENSGALG00000012952	BASP1
ENSGALG00000040721	ENSGALG00000040721
ENSGALG00000036466	MYO10
ENSGALG00000028725	MIR1766
ENSGALG00000042679	FAM134B
ENSGALG00000037171	ZNF622
ENSGALG00000042584	MARCH11
ENSGALG00000031947	FBXL7
ENSGALG00000012964	ANKH
ENSGALG00000019543	FAM105B
ENSGALG00000012965	FAM105A
ENSGALG00000046310	ENSGALG00000046310
ENSGALG00000044058	ENSGALG00000044058
ENSGALG00000031495	TRIO
ENSGALG00000021788	MIR757
ENSGALG00000012997	DNAH5
ENSGALG00000033578	ENSGALG00000033578
ENSGALG00000025468	U6
ENSGALG00000013001	CTNND2
ENSGALG00000025806	MIR1613
ENSGALG00000013002	DAP
ENSGALG00000038328	ANKRD33B
ENSGALG00000040769	ENSGALG00000040769
ENSGALG00000013005	SNRNP48
ENSGALG00000013006	ROPN1L
ENSGALG00000035699	MARCH6
ENSGALG00000035925	CMBLL
ENSGALG00000013033	CMBL
ENSGALG00000013035	SBK2
ENSGALG00000013041	CCT5
ENSGALG00000013043	FAM173B
ENSGALG00000029487	ENSGALG00000029487
ENSGALG00000025681	SNORD123
ENSGALG00000028685	SEMA5A
ENSGALG00000030583	ENSGALG00000030583
ENSGALG00000039424	MTRR
ENSGALG00000033521	FASTKD3
ENSGALG00000027654	C5orf49
ENSGALG00000013060	ADCY2
ENSGALG00000029239	ENSGALG00000029239
ENSGALG00000027727	ENSGALG00000027727
ENSGALG00000013105	LOC770405
ENSGALG00000038193	ENSGALG00000038193
ENSGALG00000013061	PAPD7
ENSGALG00000013063	SRD5A1
ENSGALG00000013064	NSUN2
ENSGALG00000034071	ENSGALG00000034071
ENSGALG00000032975	UBE2QL1
ENSGALG00000028336	MED10
ENSGALG00000046553	ENSGALG00000046553
ENSGALG00000013073	UPP1
ENSGALG00000044261	ENSGALG00000044261
ENSGALG00000013079	ENSGALG00000013079
ENSGALG00000013081	VWC2
ENSGALG00000013083	ZPBP
ENSGALG00000013084	SPATA48
ENSGALG00000013086	IKZF1
ENSGALG00000026363	FIGNL1
ENSGALG00000013094	DDC
ENSGALG00000025746	ENSGALG00000025746
ENSGALG00000045507	ENSGALG00000045507
ENSGALG00000027137	ENSGALG00000027137
ENSGALG00000037237	ENSGALG00000037237
ENSGALG00000046353	LOC428505
ENSGALG00000025823	ENSGALG00000025823
ENSGALG00000013100	GRB10
ENSGALG00000013102	COBL
ENSGALG00000046526	ENSGALG00000046526
ENSGALG00000038308	ENSGALG00000038308
ENSGALG00000029315	MIR6562
ENSGALG00000037266	ENSGALG00000037266
ENSGALG00000039649	ENSGALG00000039649
ENSGALG00000044807	ENSGALG00000044807
ENSGALG00000029252	ENSGALG00000029252
ENSGALG00000041764	VSTM2A
ENSGALG00000040961	ENSGALG00000040961
ENSGALG00000013124	FHOD3
ENSGALG00000028206	ENSGALG00000028206
ENSGALG00000027289	uc_338
ENSGALG00000013129	RPRD1A
ENSGALG00000013131	C2H18ORF21
ENSGALG00000018285	MIR187
ENSGALG00000013135	GALNT1
ENSGALG00000013137	INO80C
ENSGALG00000041363	ENSGALG00000041363
ENSGALG00000013138	TMEM245
ENSGALG00000018286	MIR32
ENSGALG00000025792	FRRS1L
ENSGALG00000029491	ENSGALG00000029491
ENSGALG00000029935	EPB41L4B
ENSGALG00000022909	PTPN3
ENSGALG00000013149	MOCOS
ENSGALG00000013155	PCBP2
ENSGALG00000013156	ZNF830
ENSGALG00000013157	BAG1
ENSGALG00000013160	CHMP5
ENSGALG00000013165	FH
ENSGALG00000013167	SDHA
ENSGALG00000034628	CCDC127
ENSGALG00000019527	SLC6A19
ENSGALG00000013180	SLC6A18
ENSGALG00000013183	TERT
ENSGALG00000013187	CLPTM1L
ENSGALG00000028297	ENSGALG00000028297
ENSGALG00000013189	LPCAT1
ENSGALG00000013191	NDUFS6
ENSGALG00000037565	ENSGALG00000037565
ENSGALG00000022896	IRX4
ENSGALG00000013193	IRX2
ENSGALG00000030991	IRX1
ENSGALG00000041303	ENSGALG00000041303
ENSGALG00000013196	ANKS6
ENSGALG00000013197	GALNT12
ENSGALG00000013200	GABBR2
ENSGALG00000025545	MIR1816
ENSGALG00000028986	ENSGALG00000028986
ENSGALG00000039034	ELP2
ENSGALG00000013207	CTNNAL1
ENSGALG00000019524	FAM206A
ENSGALG00000013209	SLC39A6
ENSGALG00000013212	TMEFF1
ENSGALG00000026452	MURC
ENSGALG00000013268	DNAH5L
ENSGALG00000013397	EXOC3
ENSGALG00000013400	PDCD6
ENSGALG00000013402	AHRR
ENSGALG00000036984	ENSGALG00000036984
ENSGALG00000013403	MSANTD3
ENSGALG00000013430	LOC420992
ENSGALG00000013438	TEX10
ENSGALG00000013441	INVS
ENSGALG00000013452	ERP44
ENSGALG00000013462	STX17
ENSGALG00000013568	NR4A3
ENSGALG00000037472	ENSGALG00000037472
ENSGALG00000027705	ENSGALG00000027705
ENSGALG00000013569	SEC61B
ENSGALG00000013573	ALG2
ENSGALG00000013575	IFI6
ENSGALG00000028821	GLIPR2
ENSGALG00000013591	BLOC1S4
ENSGALG00000013594	PARD6G
ENSGALG00000013598	SCGN
ENSGALG00000013605	CARMIL1
ENSGALG00000034237	MIR7455
ENSGALG00000027711	ENSGALG00000027711
ENSGALG00000013624	FAM65B
ENSGALG00000041452	ENSGALG00000041452
ENSGALG00000013626	GMNN
ENSGALG00000013628	C2H6ORF62
ENSGALG00000013632	ACOT13
ENSGALG00000013637	TDP2
ENSGALG00000026011	GALR1
ENSGALG00000028698	ENSGALG00000028698
ENSGALG00000013640	MBP
ENSGALG00000013657	ZNF236
ENSGALG00000013660	ZNF516
ENSGALG00000013672	TSHZ1
ENSGALG00000022882	ZADH2
ENSGALG00000041358	ENSGALG00000041358
ENSGALG00000036128	ZNF407
ENSGALG00000034315	U1
ENSGALG00000013697	CNDP1
ENSGALG00000019514	CNDP2
ENSGALG00000013703	FAM69C
ENSGALG00000044510	C18orf63
ENSGALG00000013708	CYB5A
ENSGALG00000013709	TIMM21
ENSGALG00000013720	FBXO15
ENSGALG00000041184	NETO1
ENSGALG00000025548	MIR1803
ENSGALG00000028682	CBLN2
ENSGALG00000027455	uc_338
ENSGALG00000013731	SOCS6
ENSGALG00000028834	MIR6584
ENSGALG00000013745	RTTN
ENSGALG00000013748	CD226
ENSGALG00000030145	ENSGALG00000030145
ENSGALG00000013753	DOK6
ENSGALG00000025218	MIR1681
ENSGALG00000019509	CCDC102B
ENSGALG00000013757	TMX3
ENSGALG00000013762	GGGT5L
ENSGALG00000032841	ENSGALG00000032841
ENSGALG00000042505	DSEL
ENSGALG00000013775	CDH19
ENSGALG00000013782	CDH7
ENSGALG00000025737	MIR3524B
ENSGALG00000027319	ENSGALG00000027319
ENSGALG00000036292	ENSGALG00000036292
ENSGALG00000035569	MC2R
ENSGALG00000032087	MC5R
ENSGALG00000013889	RNMT
ENSGALG00000013887	FAM210A
ENSGALG00000013886	LDLRAD4
ENSGALG00000040227	ENSGALG00000040227
ENSGALG00000035625	CEP192
ENSGALG00000013872	SEH1L
ENSGALG00000013867	PTPN2
ENSGALG00000013863	PSMG2
ENSGALG00000013858	CEP76
ENSGALG00000013817	SPIRE1
ENSGALG00000034052	ENSGALG00000034052
ENSGALG00000030782	ENSGALG00000030782
ENSGALG00000013830	PRELID3A
ENSGALG00000013853	AFG3L2
ENSGALG00000031275	TUBB6
ENSGALG00000034500	CIDEA
ENSGALG00000026707	MIR6701
ENSGALG00000013814	IMPA2
ENSGALG00000013794	MPPE1
ENSGALG00000039075	ENSGALG00000039075
ENSGALG00000013785	GNAL
ENSGALG00000034490	ENSGALG00000034490
ENSGALG00000041018	ENSGALG00000041018
ENSGALG00000043174	ENSGALG00000043174
ENSGALG00000042134	PIEZO2
ENSGALG00000013932	NAPG
ENSGALG00000022875	MOG
ENSGALG00000000894	APCDD1
ENSGALG00000039455	VAPA
ENSGALG00000022874	RAB31
ENSGALG00000032092	PPP4R1
ENSGALG00000008405	RALBP1
ENSGALG00000008400	TWSG1
ENSGALG00000008399	ANKRD12
ENSGALG00000036625	NDUFV2
ENSGALG00000037098	ENSGALG00000037098
ENSGALG00000038316	MTCL1
ENSGALG00000033608	RAB12
ENSGALG00000031284	PTPRM
ENSGALG00000042652	LRRC30
ENSGALG00000014615	LAMA1
ENSGALG00000014758	ARHGAP28
ENSGALG00000039965	ENSGALG00000039965
ENSGALG00000030210	TMEM200C
ENSGALG00000014762	ENSGALG00000014762
ENSGALG00000038678	EPB41L3
ENSGALG00000032153	ENSGALG00000032153
ENSGALG00000038340	ZBTB14
ENSGALG00000027053	AKAIN1
ENSGALG00000014793	DLGAP1
ENSGALG00000014795	TGIF1
ENSGALG00000038635	MYL12B
ENSGALG00000014854	MYLC2SM
ENSGALG00000014847	MYOM1
ENSGALG00000014836	LPIN2
ENSGALG00000032997	EMILIN2
ENSGALG00000014811	SMCHD1
ENSGALG00000014801	NDC80
ENSGALG00000014799	METTL4
ENSGALG00000014858	ADCYAP1
ENSGALG00000014860	YES1
ENSGALG00000014897	TYMS
ENSGALG00000014904	CLUL1
ENSGALG00000014910	COLEC12
ENSGALG00000014915	THOC1
ENSGALG00000014920	USP14
ENSGALG00000014922	ROCK1
ENSGALG00000014935	GREB1L
ENSGALG00000014936	ESCO1
ENSGALG00000014938	ABHD3
ENSGALG00000014974	MIB1
ENSGALG00000018287	MIR133A1
ENSGALG00000018288	MIR1-2
ENSGALG00000014976	GATA6
ENSGALG00000014982	RBBP8
ENSGALG00000044384	ENSGALG00000044384
ENSGALG00000014998	CABLES1
ENSGALG00000035384	TMEM241
ENSGALG00000015004	RIOK3
ENSGALG00000033054	C2H18ORF8
ENSGALG00000015030	NPC1
ENSGALG00000015034	ANKRD29
ENSGALG00000043390	ENSGALG00000043390
ENSGALG00000035159	ENSGALG00000035159
ENSGALG00000015056	LAMA3
ENSGALG00000015064	TTC39C
ENSGALG00000046433	CABYR
ENSGALG00000015086	OSBPL1A
ENSGALG00000015093	IMPACT
ENSGALG00000026092	HRH4
ENSGALG00000015106	LOC421081
ENSGALG00000045202	ENSGALG00000045202
ENSGALG00000015112	ZNF521
ENSGALG00000027966	uc_338
ENSGALG00000025572	MIR1597
ENSGALG00000031082	ENSGALG00000031082
ENSGALG00000015119	SS18
ENSGALG00000015122	TAF4B
ENSGALG00000015124	KCTD1
ENSGALG00000036534	ENSGALG00000036534
ENSGALG00000036109	ENSGALG00000036109
ENSGALG00000015128	AQP4
ENSGALG00000019489	CHST9
ENSGALG00000015132	CDH2
ENSGALG00000040115	ENSGALG00000040115
ENSGALG00000030724	ENSGALG00000030724
ENSGALG00000037124	ENSGALG00000037124
ENSGALG00000038356	ENSGALG00000038356
ENSGALG00000041497	ENSGALG00000041497
ENSGALG00000036244	ENSGALG00000036244
ENSGALG00000035848	ENSGALG00000035848
ENSGALG00000015140	DSC1
ENSGALG00000017398	DSG4
ENSGALG00000015142	DSG2
ENSGALG00000015143	TTR
ENSGALG00000044733	
ENSGALG00000015151	B4GALT6
ENSGALG00000015153	OPN5L1
ENSGALG00000015157	TRAPPC8
ENSGALG00000029474	ENSGALG00000029474
ENSGALG00000015163	RNF138
ENSGALG00000031453	ENSGALG00000031453
ENSGALG00000044606	MEP1B
ENSGALG00000042823	ENSGALG00000042823
ENSGALG00000015181	GAREM1
ENSGALG00000015183	RAB15
ENSGALG00000036969	KLHL14
ENSGALG00000033907	ENSGALG00000033907
ENSGALG00000026804	MIR6707
ENSGALG00000019484	ENSGALG00000019484
ENSGALG00000015196	ASXL3
ENSGALG00000015198	NOL4
ENSGALG00000039923	ENSGALG00000039923
ENSGALG00000015211	DTNA
ENSGALG00000015215	MAPRE2
ENSGALG00000015219	EPT1L
ENSGALG00000028132	ENSGALG00000028132
ENSGALG00000015226	SPIDR
ENSGALG00000040180	CEBPD
ENSGALG00000042469	PRKDC
ENSGALG00000012915	MCM4
ENSGALG00000028133	UBE2V2
ENSGALG00000015234	ENSGALG00000015234
ENSGALG00000021949	U6
ENSGALG00000030902	SNAI2
ENSGALG00000039536	C2H8ORF22
ENSGALG00000015248	SNTG1
ENSGALG00000039148	ENSGALG00000039148
ENSGALG00000040322	ENSGALG00000040322
ENSGALG00000031035	PCMTD1
ENSGALG00000015254	ST18
ENSGALG00000045429	FAM150A
ENSGALG00000015259	RB1CC1
ENSGALG00000015261	NPBWR1
ENSGALG00000015269	OPRK1
ENSGALG00000013621	ATP6V1H
ENSGALG00000025941	RGS20
ENSGALG00000015274	TCEA1
ENSGALG00000040421	LYPLA1
ENSGALG00000041086	MRPL15
ENSGALG00000032851	SOX17
ENSGALG00000032994	SOX17L
ENSGALG00000031869	ENSGALG00000031869
ENSGALG00000035429	XKR4
ENSGALG00000031835	TMEM68
ENSGALG00000030767	TMEM68L
ENSGALG00000015340	TGS1
ENSGALG00000042321	LYN
ENSGALG00000015404	KIF20AL
ENSGALG00000014432	RPS20
ENSGALG00000025635	snoU54
ENSGALG00000042082	MOS
ENSGALG00000030429	ENSGALG00000030429
ENSGALG00000015407	PLAG1
ENSGALG00000043676	CHCHD7
ENSGALG00000015416	SDR16C5
ENSGALG00000022827	SDR16C5
ENSGALG00000015419	PENK
ENSGALG00000041573	IMPAD1
ENSGALG00000035065	FAM110B
ENSGALG00000030585	UBXN2B
ENSGALG00000041222	CYP7A1
ENSGALG00000015436	SDCBP
ENSGALG00000038838	NSMAF
ENSGALG00000039102	TOX
ENSGALG00000029552	ENSGALG00000029552
ENSGALG00000039145	CA8
ENSGALG00000015450	RAB2A
ENSGALG00000025543	MIR1557
ENSGALG00000041080	CHD7
ENSGALG00000043172	CLVS1
ENSGALG00000043440	ENSGALG00000043440
ENSGALG00000030112	ASPH
ENSGALG00000044457	ENSGALG00000044457
ENSGALG00000034899	NKAIN3
ENSGALG00000035582	ENSGALG00000035582
ENSGALG00000031130	GGH
ENSGALG00000030031	TTPA
ENSGALG00000039774	YTHDF3
ENSGALG00000031302	ENSGALG00000031302
ENSGALG00000032869	ENSGALG00000032869
ENSGALG00000027657	uc_338
ENSGALG00000018289	MIR124C
ENSGALG00000025152	MIR1714
ENSGALG00000040029	ENSGALG00000040029
ENSGALG00000040249	BHLHE22
ENSGALG00000029435	CYP7B1
ENSGALG00000036567	ARMC1
ENSGALG00000038385	MTFR1
ENSGALG00000038395	PDE7A
ENSGALG00000030660	DNAJC5B
ENSGALG00000041327	TRIM55
ENSGALG00000037148	CRH
ENSGALG00000037701	MIR7456
ENSGALG00000030890	RRS1
ENSGALG00000031860	ADHFE1
ENSGALG00000034224	C2H8ORF46
ENSGALG00000033304	MYBL1
ENSGALG00000042883	VCPIP1
ENSGALG00000043570	SGK3
ENSGALG00000031863	MCMDC2
ENSGALG00000027949	SNORD87
ENSGALG00000028316	SNORD87
ENSGALG00000040355	TCF24
ENSGALG00000034424	PPP1R42
ENSGALG00000030843	COPS5
ENSGALG00000029781	ENSGALG00000029781
ENSGALG00000031648	ENSGALG00000031648
ENSGALG00000034610	ARFGEF1
ENSGALG00000041918	CPA6
ENSGALG00000042354	PREX2
ENSGALG00000036253	ENSGALG00000036253
ENSGALG00000034561	C8orf34
ENSGALG00000040818	ENSGALG00000040818
ENSGALG00000042336	ENSGALG00000042336
ENSGALG00000039553	SULF1
ENSGALG00000029842	SLCO5A1
ENSGALG00000033439	PRDM14
ENSGALG00000036017	NCOA2
ENSGALG00000045995	ENSGALG00000045995
ENSGALG00000041112	TRAM1
ENSGALG00000038745	LACTB2
ENSGALG00000034675	XKR9
ENSGALG00000043033	EYA1
ENSGALG00000037777	MSC
ENSGALG00000034751	TRPA1
ENSGALG00000031693	KCNB2
ENSGALG00000025288	MIR1796
ENSGALG00000037453	TERF1
ENSGALG00000043532	SBSPON
ENSGALG00000035252	RPL7
ENSGALG00000034346	RDH10
ENSGALG00000031390	STAU2
ENSGALG00000039077	ENSGALG00000039077
ENSGALG00000040097	UBE2W
ENSGALG00000035417	ELOC
ENSGALG00000033568	TMEM70
ENSGALG00000032701	LY96
ENSGALG00000035845	JPH1
ENSGALG00000042798	GDAP1
ENSGALG00000029264	PI15
ENSGALG00000033880	CRISPLD1
ENSGALG00000041571	ENSGALG00000041571
ENSGALG00000035208	ENSGALG00000035208
ENSGALG00000042621	HNF4G
ENSGALG00000027543	ENSGALG00000027543
ENSGALG00000028802	uc_338
ENSGALG00000039580	ENSGALG00000039580
ENSGALG00000038580	ENSGALG00000038580
ENSGALG00000037164	ZFHX4
ENSGALG00000035752	PEX2
ENSGALG00000036262	ENSGALG00000036262
ENSGALG00000044446	ENSGALG00000044446
ENSGALG00000045972	ENSGALG00000045972
ENSGALG00000035525	PKIA
ENSGALG00000039081	ENSGALG00000039081
ENSGALG00000035932	ZC2HC1A
ENSGALG00000037413	IL7
ENSGALG00000046588	ENSGALG00000046588
ENSGALG00000046657	LOC107049563
ENSGALG00000039690	STMN2
ENSGALG00000034588	ENSGALG00000034588
ENSGALG00000035031	HEY1
ENSGALG00000036749	MRPS28
ENSGALG00000033727	ENSGALG00000033727
ENSGALG00000040167	TPD52
ENSGALG00000034376	ZBTB10
ENSGALG00000045978	ENSGALG00000045978
ENSGALG00000030011	ZNF704
ENSGALG00000034188	PAG1
ENSGALG00000037867	MRPL53
ENSGALG00000041344	FABP5
ENSGALG00000032453	PMP2
ENSGALG00000030025	FABP4
ENSGALG00000034487	IMPA1
ENSGALG00000042794	ZFAND1
ENSGALG00000043573	CHMP4C
ENSGALG00000029678	SNX16
ENSGALG00000043160	ENSGALG00000043160
ENSGALG00000025609	U1
ENSGALG00000032766	ENSGALG00000032766
ENSGALG00000026511	ENSGALG00000026511
ENSGALG00000035937	ENSGALG00000035937
ENSGALG00000036938	RALYL
ENSGALG00000041612	SLC7A13
ENSGALG00000039499	LRRCC1
ENSGALG00000038915	E2F5
ENSGALG00000033428	CA13
ENSGALG00000033700	CA3A
ENSGALG00000037975	CA3B
ENSGALG00000030781	CA2
ENSGALG00000032435	ENSGALG00000032435
ENSGALG00000033397	ENSGALG00000033397
ENSGALG00000034294	ATP6V0D2
ENSGALG00000041795	WWP1
ENSGALG00000026139	ENSGALG00000026139
ENSGALG00000031248	RMDN1
ENSGALG00000035561	CPNE3
ENSGALG00000037644	CNGB3
ENSGALG00000032031	MMP16
ENSGALG00000043535	RIPK2
ENSGALG00000034806	SLC7AL
ENSGALG00000042840	OSGIN2
ENSGALG00000037686	NBN
ENSGALG00000036990	DECR1
ENSGALG00000032282	CALB1
ENSGALG00000042599	TMEM64
ENSGALG00000029509	NECAB1
ENSGALG00000037992	C8orf88
ENSGALG00000029571	TMEM55A
ENSGALG00000041337	OTUD6B
ENSGALG00000033638	SLC26A7
ENSGALG00000033091	RUNX1T1
ENSGALG00000040937	ENSGALG00000040937
ENSGALG00000041493	FAM92A
ENSGALG00000046258	FAM92A
ENSGALG00000035129	RBM12B
ENSGALG00000029287	TMEM67
ENSGALG00000034876	PDP1
ENSGALG00000035094	CDH17
ENSGALG00000032506	GEM
ENSGALG00000043597	RAD54B
ENSGALG00000037933	FSBP
ENSGALG00000034803	RNF151
ENSGALG00000035722	ENSGALG00000035722
ENSGALG00000031131	KIAA1429
ENSGALG00000031076	ESRP1
ENSGALG00000032914	ENSGALG00000032914
ENSGALG00000039222	DPY19L4
ENSGALG00000033089	LOC414835
ENSGALG00000037955	INTS8
ENSGALG00000040794	CCNE2
ENSGALG00000041353	TP53INP1
ENSGALG00000040366	NDUFAF6
ENSGALG00000040248	PLEKHF2
ENSGALG00000038971	C2H8ORF37
ENSGALG00000035901	GDF6
ENSGALG00000029319	UQCRB
ENSGALG00000040511	MTERF3
ENSGALG00000030185	PTDSS1
ENSGALG00000027894	ENSGALG00000027894
ENSGALG00000031424	SDC2
ENSGALG00000030866	CPQ
ENSGALG00000034050	MTDH
ENSGALG00000045196	LAPTM4B
ENSGALG00000044675	MATN2
ENSGALG00000029897	RPL30
ENSGALG00000021938	SNORA72
ENSGALG00000042715	ENSGALG00000042715
ENSGALG00000044554	RIDA
ENSGALG00000032042	POP1
ENSGALG00000032718	NIPAL2
ENSGALG00000043764	KCNS2
ENSGALG00000032850	STK3
ENSGALG00000037695	OSR2
ENSGALG00000044792	ENSGALG00000044792
ENSGALG00000046093	ENSGALG00000046093
ENSGALG00000041179	VPS13B
ENSGALG00000035996	COX6C
ENSGALG00000037997	RGS22
ENSGALG00000039843	ENSGALG00000039843
ENSGALG00000038940	FBXO43
ENSGALG00000036019	POLR2K
ENSGALG00000033254	SPAG1
ENSGALG00000038772	RNF19A
ENSGALG00000041445	ANKRD46
ENSGALG00000030280	PABPC1
ENSGALG00000037317	ENSGALG00000037317
ENSGALG00000031387	YWHAZ
ENSGALG00000041200	ZNF706
ENSGALG00000037687	GRHL2
ENSGALG00000032518	NCALD
ENSGALG00000027967	MIR6630
ENSGALG00000045549	ENSGALG00000045549
ENSGALG00000040921	RRM2B
ENSGALG00000031282	UBR5
ENSGALG00000035199	ODF1
ENSGALG00000044004	ENSGALG00000044004
ENSGALG00000037913	KLF10
ENSGALG00000029295	AZIN1
ENSGALG00000034099	ATP6V1C1
ENSGALG00000045617	BAALC
ENSGALG00000030626	FZD6
ENSGALG00000033351	CTHRC1
ENSGALG00000039882	SLC25A32
ENSGALG00000034618	DCAF13
ENSGALG00000040256	RIMS2
ENSGALG00000033520	DCSTAMP
ENSGALG00000039011	DPYS
ENSGALG00000033630	LRP12
ENSGALG00000039449	ENSGALG00000039449
ENSGALG00000040079	ZFPM2
ENSGALG00000039361	ENSGALG00000039361
ENSGALG00000043785	ENSGALG00000043785
ENSGALG00000025532	MIR1813-1
ENSGALG00000042182	OXR1
ENSGALG00000032504	ENSGALG00000032504
ENSGALG00000041043	ABRA
ENSGALG00000029983	ANGPT1
ENSGALG00000030030	RSPO2
ENSGALG00000037067	EIF3E
ENSGALG00000040325	EMC2
ENSGALG00000041553	TMEM74
ENSGALG00000033701	TRHR
ENSGALG00000040879	NUDCD1
ENSGALG00000036618	ENY2
ENSGALG00000036293	EBAG9
ENSGALG00000036527	SYBU
ENSGALG00000031449	KCNV1
